TOP.5c59df19.000d4b8a	START
TOP.5c59e3a9.000e7c8e	user_options->optimized_kernel_enable	1
TOP.5c59e3a9.000e7c8e	user_options->outfile_autohex	1
TOP.5c59e3a9.000e7c8e	user_options->outfile_check_timer	5
TOP.5c59e3a9.000e7c8e	user_options->outfile_format	3
TOP.5c59e3a9.000e7c8e	user_options->wordlist_autohex_disable	0
TOP.5c59e3a9.000e7c8e	user_options->potfile_disable	0
TOP.5c59e3a9.000e7c8e	user_options->progress_only	0
TOP.5c59e3a9.000e7c8e	user_options->quiet	0
TOP.5c59e3a9.000e7c8e	user_options->remove	1
TOP.5c59e3a9.000e7c8e	user_options->remove_timer	60
TOP.5c59e3a9.000e7c8e	user_options->restore	0
TOP.5c59e3a9.000e7c8e	user_options->restore_disable	0
TOP.5c59e3a9.000e7c8e	user_options->restore_timer	60
TOP.5c59e3a9.000e7c8e	user_options->rp_files_cnt	0
TOP.5c59e3a9.000e7c8e	user_options->rp_gen	0
TOP.5c59e3a9.000e7c8e	user_options->rp_gen_func_max	4
TOP.5c59e3a9.000e7c8e	user_options->rp_gen_func_min	1
TOP.5c59e3a9.000e7c8e	user_options->rp_gen_seed	0
TOP.5c59e3a9.000e7c8e	user_options->runtime	0
TOP.5c59e3a9.000e7c8e	user_options->scrypt_tmto	0
TOP.5c59e3a9.000e7c8e	user_options->segment_size	33554432
TOP.5c59e3a9.000e7c8e	user_options->self_test_disable	0
TOP.5c59e3a9.000e7c8e	user_options->slow_candidates	0
TOP.5c59e3a9.000e7c8e	user_options->show	0
TOP.5c59e3a9.000e7c8e	user_options->speed_only	0
TOP.5c59e3a9.000e7c8e	user_options->spin_damp	8
TOP.5c59e3a9.000e7c8e	user_options->status	1
TOP.5c59e3a9.000e7c8e	user_options->status_timer	60
TOP.5c59e3a9.000e7c8e	user_options->stdout_flag	0
TOP.5c59e3a9.000e7c8e	user_options->usage	0
TOP.5c59e3a9.000e7c8e	user_options->username	0
TOP.5c59e3a9.000e7c8e	user_options->veracrypt_pim	0
TOP.5c59e3a9.000e7c8e	user_options->version	0
TOP.5c59e3a9.000e7c8e	user_options->workload_profile	3
TOP.5c59e3a9.000e7c8e	user_options->brain_client	0
TOP.5c59e3a9.000e7c8e	user_options->brain_client_features	2
TOP.5c59e3a9.000e7c8e	user_options->brain_server	0
TOP.5c59e3a9.000e7c8e	user_options->brain_port	6863
TOP.5c59e3a9.000e7c8e	user_options->brain_session	0
TOP.5c59e3a9.000e7c8e	hashes->hashfile	C:\Users\vimal\Desktop\hashme.txt
TOP.5c59e3a9.000e7c8e	hashes->hashlist_mode	4
TOP.5c59e3a9.000e7c8e	hashes->hashlist_format	0
TOP.5c59e3a9.000e7c8e	hashes->hashes_cnt	0
TOP.5c59e3a9.000e7c8e	hashes->digests_cnt	1
TOP.5c59e3a9.000e7c8e	hashes->digests_done	0
TOP.5c59e3a9.000e7c8e	hashes->salts_cnt	1
TOP.5c59e3a9.000e7c8e	hashes->salts_done	0
TOP.5c59e3a9.000e7c8e	SUB.5c59e3aa.000d71f4	START
TOP.5c59e3a9.000e7c8e	SUB.5c59e3aa.000d71f4	mask_ctx->mask	?a?a?a?a
TOP.5c59e3a9.000e7c8e	SUB.5c59e3aa.000d71f4	runtime_start	1549394858
TOP.5c59e3a9.000e7c8e	SUB.5c59e3aa.000d71f4	runtime_stop	1549394859
TOP.5c59e3a9.000e7c8e	SUB.5c59e3aa.000d71f4	status-after-work	5
TOP.5c59e3a9.000e7c8e	SUB.5c59e3aa.000d71f4	STOP
TOP.5c59e3a9.000e7c8e	SUB.5c59e3ab.00060b45	START
TOP.5c59e3a9.000e7c8e	SUB.5c59e3ab.00060b45	mask_ctx->mask	?a?a?a?a?a
TOP.5c59e3a9.000e7c8e	SUB.5c59e3ab.00060b45	runtime_start	1549394859
TOP.5c59e3a9.000e7c8e	SUB.5c59e3ab.00060b45	runtime_stop	1549394860
TOP.5c59e3a9.000e7c8e	SUB.5c59e3ab.00060b45	status-after-work	6
TOP.5c59e3a9.000e7c8e	SUB.5c59e3ab.00060b45	STOP
TOP.5c59e3a9.000e7c8e	proc_start	1549394857
TOP.5c59e3a9.000e7c8e	proc_stop	1549394862
TOP.5c59e3a9.000e7c8e	STOP
TOP.5c59e412.000cebd6	START
TOP.5c59e412.000cebd6	user_options->separator	:
TOP.5c59e412.000cebd6	user_options->custom_charset_1	?l
TOP.5c59e412.000cebd6	user_options->encoding_from	utf-8
TOP.5c59e412.000cebd6	user_options->encoding_to	utf-8
TOP.5c59e412.000cebd6	user_options->opencl_device_types	1
TOP.5c59e412.000cebd6	user_options->outfile	C:\Users\vimal\Desktop\chashed.txt
TOP.5c59e412.000cebd6	user_options->rule_buf_l	:
TOP.5c59e412.000cebd6	user_options->rule_buf_r	:
TOP.5c59e412.000cebd6	user_options->session	2019-02-05
TOP.5c59e412.000cebd6	user_options->limit	0
TOP.5c59e412.000cebd6	user_options->skip	0
TOP.5c59e412.000cebd6	user_options->attack_mode	3
TOP.5c59e412.000cebd6	user_options->benchmark	0
TOP.5c59e412.000cebd6	user_options->benchmark_all	0
TOP.5c59e412.000cebd6	user_options->bitmap_max	18
TOP.5c59e412.000cebd6	user_options->bitmap_min	16
TOP.5c59e412.000cebd6	user_options->debug_mode	0
TOP.5c59e412.000cebd6	user_options->example_hashes	0
TOP.5c59e412.000cebd6	user_options->force	0
TOP.5c59e412.000cebd6	user_options->hwmon_disable	1
TOP.5c59e412.000cebd6	user_options->hwmon_temp_abort	0
TOP.5c59e412.000cebd6	user_options->hash_mode	100
TOP.5c59e412.000cebd6	user_options->hex_charset	0
TOP.5c59e412.000cebd6	user_options->hex_salt	0
TOP.5c59e412.000cebd6	user_options->hex_wordlist	0
TOP.5c59e412.000cebd6	user_options->increment	1
TOP.5c59e412.000cebd6	user_options->increment_max	7
TOP.5c59e412.000cebd6	user_options->increment_min	4
TOP.5c59e412.000cebd6	user_options->keep_guessing	0
TOP.5c59e412.000cebd6	user_options->kernel_accel	0
TOP.5c59e412.000cebd6	user_options->kernel_loops	0
TOP.5c59e412.000cebd6	user_options->kernel_threads	0
TOP.5c59e412.000cebd6	user_options->keyspace	0
TOP.5c59e412.000cebd6	user_options->left	0
TOP.5c59e412.000cebd6	user_options->logfile_disable	0
TOP.5c59e412.000cebd6	user_options->loopback	0
TOP.5c59e412.000cebd6	user_options->machine_readable	0
TOP.5c59e412.000cebd6	user_options->markov_classic	0
TOP.5c59e412.000cebd6	user_options->markov_disable	0
TOP.5c59e412.000cebd6	user_options->markov_threshold	256
TOP.5c59e412.000cebd6	user_options->opencl_info	0
TOP.5c59e412.000cebd6	user_options->opencl_vector_width	0
TOP.5c59e412.000cebd6	user_options->optimized_kernel_enable	1
TOP.5c59e412.000cebd6	user_options->outfile_autohex	1
TOP.5c59e412.000cebd6	user_options->outfile_check_timer	5
TOP.5c59e412.000cebd6	user_options->outfile_format	3
TOP.5c59e412.000cebd6	user_options->wordlist_autohex_disable	0
TOP.5c59e412.000cebd6	user_options->potfile_disable	0
TOP.5c59e412.000cebd6	user_options->progress_only	0
TOP.5c59e412.000cebd6	user_options->quiet	0
TOP.5c59e412.000cebd6	user_options->remove	1
TOP.5c59e412.000cebd6	user_options->remove_timer	60
TOP.5c59e412.000cebd6	user_options->restore	0
TOP.5c59e412.000cebd6	user_options->restore_disable	0
TOP.5c59e412.000cebd6	user_options->restore_timer	60
TOP.5c59e412.000cebd6	user_options->rp_files_cnt	0
TOP.5c59e412.000cebd6	user_options->rp_gen	0
TOP.5c59e412.000cebd6	user_options->rp_gen_func_max	4
TOP.5c59e412.000cebd6	user_options->rp_gen_func_min	1
TOP.5c59e412.000cebd6	user_options->rp_gen_seed	0
TOP.5c59e412.000cebd6	user_options->runtime	0
TOP.5c59e412.000cebd6	user_options->scrypt_tmto	0
TOP.5c59e412.000cebd6	user_options->segment_size	33554432
TOP.5c59e412.000cebd6	user_options->self_test_disable	0
TOP.5c59e412.000cebd6	user_options->slow_candidates	0
TOP.5c59e412.000cebd6	user_options->show	0
TOP.5c59e412.000cebd6	user_options->speed_only	0
TOP.5c59e412.000cebd6	user_options->spin_damp	8
TOP.5c59e412.000cebd6	user_options->status	1
TOP.5c59e412.000cebd6	user_options->status_timer	60
TOP.5c59e412.000cebd6	user_options->stdout_flag	0
TOP.5c59e412.000cebd6	user_options->usage	0
TOP.5c59e412.000cebd6	user_options->username	0
TOP.5c59e412.000cebd6	user_options->veracrypt_pim	0
TOP.5c59e412.000cebd6	user_options->version	0
TOP.5c59e412.000cebd6	user_options->workload_profile	3
TOP.5c59e412.000cebd6	user_options->brain_client	0
TOP.5c59e412.000cebd6	user_options->brain_client_features	2
TOP.5c59e412.000cebd6	user_options->brain_server	0
TOP.5c59e412.000cebd6	user_options->brain_port	6863
TOP.5c59e412.000cebd6	user_options->brain_session	0
TOP.5c59e412.000cebd6	hashes->hashfile	C:\Users\vimal\Desktop\hashme.txt
TOP.5c59e412.000cebd6	hashes->hashlist_mode	4
TOP.5c59e412.000cebd6	hashes->hashlist_format	0
TOP.5c59e412.000cebd6	hashes->hashes_cnt	0
TOP.5c59e412.000cebd6	hashes->digests_cnt	1
TOP.5c59e412.000cebd6	hashes->digests_done	0
TOP.5c59e412.000cebd6	hashes->salts_cnt	1
TOP.5c59e412.000cebd6	hashes->salts_done	0
TOP.5c59e412.000cebd6	SUB.5c59e415.0003fece	START
TOP.5c59e412.000cebd6	SUB.5c59e415.0003fece	mask_ctx->mask	?a?a?a?a
TOP.5c59e412.000cebd6	SUB.5c59e415.0003fece	runtime_start	1549394965
TOP.5c59e412.000cebd6	SUB.5c59e415.0003fece	runtime_stop	1549394965
TOP.5c59e412.000cebd6	SUB.5c59e415.0003fece	status-after-work	5
TOP.5c59e412.000cebd6	SUB.5c59e415.0003fece	STOP
TOP.5c59e412.000cebd6	SUB.5c59e416.000036c6	START
TOP.5c59e412.000cebd6	SUB.5c59e416.000036c6	mask_ctx->mask	?a?a?a?a?a
TOP.5c59e412.000cebd6	SUB.5c59e416.000036c6	runtime_start	1549394966
TOP.5c59e412.000cebd6	SUB.5c59e416.000036c6	runtime_stop	1549394967
TOP.5c59e412.000cebd6	SUB.5c59e416.000036c6	status-after-work	6
TOP.5c59e412.000cebd6	SUB.5c59e416.000036c6	STOP
TOP.5c59e412.000cebd6	proc_start	1549394962
TOP.5c59e412.000cebd6	proc_stop	1549394968
TOP.5c59e412.000cebd6	STOP
TOP.5c59e465.00062ebc	START
TOP.5c59e465.00062ebc	user_options->separator	:
TOP.5c59e465.00062ebc	user_options->custom_charset_1	?l?u
TOP.5c59e465.00062ebc	user_options->encoding_from	utf-8
TOP.5c59e465.00062ebc	user_options->encoding_to	utf-8
TOP.5c59e465.00062ebc	user_options->opencl_device_types	1
TOP.5c59e465.00062ebc	user_options->outfile	C:\Users\vimal\Desktop\chashed.txt
TOP.5c59e465.00062ebc	user_options->rule_buf_l	:
TOP.5c59e465.00062ebc	user_options->rule_buf_r	:
TOP.5c59e465.00062ebc	user_options->session	2019-02-05
TOP.5c59e465.00062ebc	user_options->limit	0
TOP.5c59e465.00062ebc	user_options->skip	0
TOP.5c59e465.00062ebc	user_options->attack_mode	3
TOP.5c59e465.00062ebc	user_options->benchmark	0
TOP.5c59e465.00062ebc	user_options->benchmark_all	0
TOP.5c59e465.00062ebc	user_options->bitmap_max	18
TOP.5c59e465.00062ebc	user_options->bitmap_min	16
TOP.5c59e465.00062ebc	user_options->debug_mode	0
TOP.5c59e465.00062ebc	user_options->example_hashes	0
TOP.5c59e465.00062ebc	user_options->force	0
TOP.5c59e465.00062ebc	user_options->hwmon_disable	1
TOP.5c59e465.00062ebc	user_options->hwmon_temp_abort	0
TOP.5c59e465.00062ebc	user_options->hash_mode	100
TOP.5c59e465.00062ebc	user_options->hex_charset	0
TOP.5c59e465.00062ebc	user_options->hex_salt	0
TOP.5c59e465.00062ebc	user_options->hex_wordlist	0
TOP.5c59e465.00062ebc	user_options->increment	1
TOP.5c59e465.00062ebc	user_options->increment_max	7
TOP.5c59e465.00062ebc	user_options->increment_min	4
TOP.5c59e465.00062ebc	user_options->keep_guessing	0
TOP.5c59e465.00062ebc	user_options->kernel_accel	0
TOP.5c59e465.00062ebc	user_options->kernel_loops	0
TOP.5c59e465.00062ebc	user_options->kernel_threads	0
TOP.5c59e465.00062ebc	user_options->keyspace	0
TOP.5c59e465.00062ebc	user_options->left	0
TOP.5c59e465.00062ebc	user_options->logfile_disable	0
TOP.5c59e465.00062ebc	user_options->loopback	0
TOP.5c59e465.00062ebc	user_options->machine_readable	0
TOP.5c59e465.00062ebc	user_options->markov_classic	0
TOP.5c59e465.00062ebc	user_options->markov_disable	0
TOP.5c59e465.00062ebc	user_options->markov_threshold	256
TOP.5c59e465.00062ebc	user_options->opencl_info	0
TOP.5c59e465.00062ebc	user_options->opencl_vector_width	0
TOP.5c59e465.00062ebc	user_options->optimized_kernel_enable	1
TOP.5c59e465.00062ebc	user_options->outfile_autohex	1
TOP.5c59e465.00062ebc	user_options->outfile_check_timer	5
TOP.5c59e465.00062ebc	user_options->outfile_format	3
TOP.5c59e465.00062ebc	user_options->wordlist_autohex_disable	0
TOP.5c59e465.00062ebc	user_options->potfile_disable	0
TOP.5c59e465.00062ebc	user_options->progress_only	0
TOP.5c59e465.00062ebc	user_options->quiet	0
TOP.5c59e465.00062ebc	user_options->remove	1
TOP.5c59e465.00062ebc	user_options->remove_timer	60
TOP.5c59e465.00062ebc	user_options->restore	0
TOP.5c59e465.00062ebc	user_options->restore_disable	0
TOP.5c59e465.00062ebc	user_options->restore_timer	60
TOP.5c59e465.00062ebc	user_options->rp_files_cnt	0
TOP.5c59e465.00062ebc	user_options->rp_gen	0
TOP.5c59e465.00062ebc	user_options->rp_gen_func_max	4
TOP.5c59e465.00062ebc	user_options->rp_gen_func_min	1
TOP.5c59e465.00062ebc	user_options->rp_gen_seed	0
TOP.5c59e465.00062ebc	user_options->runtime	0
TOP.5c59e465.00062ebc	user_options->scrypt_tmto	0
TOP.5c59e465.00062ebc	user_options->segment_size	33554432
TOP.5c59e465.00062ebc	user_options->self_test_disable	0
TOP.5c59e465.00062ebc	user_options->slow_candidates	0
TOP.5c59e465.00062ebc	user_options->show	0
TOP.5c59e465.00062ebc	user_options->speed_only	0
TOP.5c59e465.00062ebc	user_options->spin_damp	8
TOP.5c59e465.00062ebc	user_options->status	1
TOP.5c59e465.00062ebc	user_options->status_timer	60
TOP.5c59e465.00062ebc	user_options->stdout_flag	0
TOP.5c59e465.00062ebc	user_options->usage	0
TOP.5c59e465.00062ebc	user_options->username	0
TOP.5c59e465.00062ebc	user_options->veracrypt_pim	0
TOP.5c59e465.00062ebc	user_options->version	0
TOP.5c59e465.00062ebc	user_options->workload_profile	3
TOP.5c59e465.00062ebc	user_options->brain_client	0
TOP.5c59e465.00062ebc	user_options->brain_client_features	2
TOP.5c59e465.00062ebc	user_options->brain_server	0
TOP.5c59e465.00062ebc	user_options->brain_port	6863
TOP.5c59e465.00062ebc	user_options->brain_session	0
TOP.5c59e465.00062ebc	proc_start	1549395045
TOP.5c59e465.00062ebc	proc_stop	1549395045
TOP.5c59e465.00062ebc	STOP
TOP.5c59e48a.0000f25c	START
TOP.5c59e48a.0000f25c	user_options->separator	:
TOP.5c59e48a.0000f25c	user_options->custom_charset_1	?l?u
TOP.5c59e48a.0000f25c	user_options->encoding_from	utf-8
TOP.5c59e48a.0000f25c	user_options->encoding_to	utf-8
TOP.5c59e48a.0000f25c	user_options->opencl_device_types	1
TOP.5c59e48a.0000f25c	user_options->outfile	C:\Users\vimal\Desktop\chashed.txt
TOP.5c59e48a.0000f25c	user_options->rule_buf_l	:
TOP.5c59e48a.0000f25c	user_options->rule_buf_r	:
TOP.5c59e48a.0000f25c	user_options->session	2019-02-05
TOP.5c59e48a.0000f25c	user_options->limit	0
TOP.5c59e48a.0000f25c	user_options->skip	0
TOP.5c59e48a.0000f25c	user_options->attack_mode	3
TOP.5c59e48a.0000f25c	user_options->benchmark	0
TOP.5c59e48a.0000f25c	user_options->benchmark_all	0
TOP.5c59e48a.0000f25c	user_options->bitmap_max	18
TOP.5c59e48a.0000f25c	user_options->bitmap_min	16
TOP.5c59e48a.0000f25c	user_options->debug_mode	0
TOP.5c59e48a.0000f25c	user_options->example_hashes	0
TOP.5c59e48a.0000f25c	user_options->force	0
TOP.5c59e48a.0000f25c	user_options->hwmon_disable	1
TOP.5c59e48a.0000f25c	user_options->hwmon_temp_abort	0
TOP.5c59e48a.0000f25c	user_options->hash_mode	100
TOP.5c59e48a.0000f25c	user_options->hex_charset	0
TOP.5c59e48a.0000f25c	user_options->hex_salt	0
TOP.5c59e48a.0000f25c	user_options->hex_wordlist	0
TOP.5c59e48a.0000f25c	user_options->increment	1
TOP.5c59e48a.0000f25c	user_options->increment_max	7
TOP.5c59e48a.0000f25c	user_options->increment_min	4
TOP.5c59e48a.0000f25c	user_options->keep_guessing	0
TOP.5c59e48a.0000f25c	user_options->kernel_accel	0
TOP.5c59e48a.0000f25c	user_options->kernel_loops	0
TOP.5c59e48a.0000f25c	user_options->kernel_threads	0
TOP.5c59e48a.0000f25c	user_options->keyspace	0
TOP.5c59e48a.0000f25c	user_options->left	0
TOP.5c59e48a.0000f25c	user_options->logfile_disable	0
TOP.5c59e48a.0000f25c	user_options->loopback	0
TOP.5c59e48a.0000f25c	user_options->machine_readable	0
TOP.5c59e48a.0000f25c	user_options->markov_classic	0
TOP.5c59e48a.0000f25c	user_options->markov_disable	0
TOP.5c59e48a.0000f25c	user_options->markov_threshold	256
TOP.5c59e48a.0000f25c	user_options->opencl_info	0
TOP.5c59e48a.0000f25c	user_options->opencl_vector_width	0
TOP.5c59e48a.0000f25c	user_options->optimized_kernel_enable	1
TOP.5c59e48a.0000f25c	user_options->outfile_autohex	1
TOP.5c59e48a.0000f25c	user_options->outfile_check_timer	5
TOP.5c59e48a.0000f25c	user_options->outfile_format	3
TOP.5c59e48a.0000f25c	user_options->wordlist_autohex_disable	0
TOP.5c59e48a.0000f25c	user_options->potfile_disable	0
TOP.5c59e48a.0000f25c	user_options->progress_only	0
TOP.5c59e48a.0000f25c	user_options->quiet	0
TOP.5c59e48a.0000f25c	user_options->remove	1
TOP.5c59e48a.0000f25c	user_options->remove_timer	60
TOP.5c59e48a.0000f25c	user_options->restore	0
TOP.5c59e48a.0000f25c	user_options->restore_disable	0
TOP.5c59e48a.0000f25c	user_options->restore_timer	60
TOP.5c59e48a.0000f25c	user_options->rp_files_cnt	0
TOP.5c59e48a.0000f25c	user_options->rp_gen	0
TOP.5c59e48a.0000f25c	user_options->rp_gen_func_max	4
TOP.5c59e48a.0000f25c	user_options->rp_gen_func_min	1
TOP.5c59e48a.0000f25c	user_options->rp_gen_seed	0
TOP.5c59e48a.0000f25c	user_options->runtime	0
TOP.5c59e48a.0000f25c	user_options->scrypt_tmto	0
TOP.5c59e48a.0000f25c	user_options->segment_size	33554432
TOP.5c59e48a.0000f25c	user_options->self_test_disable	0
TOP.5c59e48a.0000f25c	user_options->slow_candidates	0
TOP.5c59e48a.0000f25c	user_options->show	0
TOP.5c59e48a.0000f25c	user_options->speed_only	0
TOP.5c59e48a.0000f25c	user_options->spin_damp	8
TOP.5c59e48a.0000f25c	user_options->status	1
TOP.5c59e48a.0000f25c	user_options->status_timer	60
TOP.5c59e48a.0000f25c	user_options->stdout_flag	0
TOP.5c59e48a.0000f25c	user_options->usage	0
TOP.5c59e48a.0000f25c	user_options->username	0
TOP.5c59e48a.0000f25c	user_options->veracrypt_pim	0
TOP.5c59e48a.0000f25c	user_options->version	0
TOP.5c59e48a.0000f25c	user_options->workload_profile	3
TOP.5c59e48a.0000f25c	user_options->brain_client	0
TOP.5c59e48a.0000f25c	user_options->brain_client_features	2
TOP.5c59e48a.0000f25c	user_options->brain_server	0
TOP.5c59e48a.0000f25c	user_options->brain_port	6863
TOP.5c59e48a.0000f25c	user_options->brain_session	0
TOP.5c59e48a.0000f25c	proc_start	1549395082
TOP.5c59e48a.0000f25c	proc_stop	1549395082
TOP.5c59e48a.0000f25c	STOP
TOP.5c59e498.000d3993	START
TOP.5c59e498.000d3993	user_options->separator	:
TOP.5c59e498.000d3993	user_options->custom_charset_1	?l?u
TOP.5c59e498.000d3993	user_options->encoding_from	utf-8
TOP.5c59e498.000d3993	user_options->encoding_to	utf-8
TOP.5c59e498.000d3993	user_options->opencl_device_types	1
TOP.5c59e498.000d3993	user_options->outfile	C:\Users\vimal\Desktop\chashed.txt
TOP.5c59e498.000d3993	user_options->rule_buf_l	:
TOP.5c59e498.000d3993	user_options->rule_buf_r	:
TOP.5c59e498.000d3993	user_options->session	2019-02-05
TOP.5c59e498.000d3993	user_options->limit	0
TOP.5c59e498.000d3993	user_options->skip	0
TOP.5c59e498.000d3993	user_options->attack_mode	3
TOP.5c59e498.000d3993	user_options->benchmark	0
TOP.5c59e498.000d3993	user_options->benchmark_all	0
TOP.5c59e498.000d3993	user_options->bitmap_max	18
TOP.5c59e498.000d3993	user_options->bitmap_min	16
TOP.5c59e498.000d3993	user_options->debug_mode	0
TOP.5c59e498.000d3993	user_options->example_hashes	0
TOP.5c59e498.000d3993	user_options->force	0
TOP.5c59e498.000d3993	user_options->hwmon_disable	1
TOP.5c59e498.000d3993	user_options->hwmon_temp_abort	0
TOP.5c59e498.000d3993	user_options->hash_mode	100
TOP.5c59e498.000d3993	user_options->hex_charset	0
TOP.5c59e498.000d3993	user_options->hex_salt	0
TOP.5c59e498.000d3993	user_options->hex_wordlist	0
TOP.5c59e498.000d3993	user_options->increment	1
TOP.5c59e498.000d3993	user_options->increment_max	7
TOP.5c59e498.000d3993	user_options->increment_min	4
TOP.5c59e498.000d3993	user_options->keep_guessing	0
TOP.5c59e498.000d3993	user_options->kernel_accel	0
TOP.5c59e498.000d3993	user_options->kernel_loops	0
TOP.5c59e498.000d3993	user_options->kernel_threads	0
TOP.5c59e498.000d3993	user_options->keyspace	0
TOP.5c59e498.000d3993	user_options->left	0
TOP.5c59e498.000d3993	user_options->logfile_disable	0
TOP.5c59e498.000d3993	user_options->loopback	0
TOP.5c59e498.000d3993	user_options->machine_readable	0
TOP.5c59e498.000d3993	user_options->markov_classic	0
TOP.5c59e498.000d3993	user_options->markov_disable	0
TOP.5c59e498.000d3993	user_options->markov_threshold	256
TOP.5c59e498.000d3993	user_options->opencl_info	0
TOP.5c59e498.000d3993	user_options->opencl_vector_width	0
TOP.5c59e498.000d3993	user_options->optimized_kernel_enable	1
TOP.5c59e498.000d3993	user_options->outfile_autohex	1
TOP.5c59e498.000d3993	user_options->outfile_check_timer	5
TOP.5c59e498.000d3993	user_options->outfile_format	3
TOP.5c59e498.000d3993	user_options->wordlist_autohex_disable	0
TOP.5c59e498.000d3993	user_options->potfile_disable	1
TOP.5c59e498.000d3993	user_options->progress_only	0
TOP.5c59e498.000d3993	user_options->quiet	0
TOP.5c59e498.000d3993	user_options->remove	1
TOP.5c59e498.000d3993	user_options->remove_timer	60
TOP.5c59e498.000d3993	user_options->restore	0
TOP.5c59e498.000d3993	user_options->restore_disable	0
TOP.5c59e498.000d3993	user_options->restore_timer	60
TOP.5c59e498.000d3993	user_options->rp_files_cnt	0
TOP.5c59e498.000d3993	user_options->rp_gen	0
TOP.5c59e498.000d3993	user_options->rp_gen_func_max	4
TOP.5c59e498.000d3993	user_options->rp_gen_func_min	1
TOP.5c59e498.000d3993	user_options->rp_gen_seed	0
TOP.5c59e498.000d3993	user_options->runtime	0
TOP.5c59e498.000d3993	user_options->scrypt_tmto	0
TOP.5c59e498.000d3993	user_options->segment_size	33554432
TOP.5c59e498.000d3993	user_options->self_test_disable	0
TOP.5c59e498.000d3993	user_options->slow_candidates	0
TOP.5c59e498.000d3993	user_options->show	0
TOP.5c59e498.000d3993	user_options->speed_only	0
TOP.5c59e498.000d3993	user_options->spin_damp	8
TOP.5c59e498.000d3993	user_options->status	1
TOP.5c59e498.000d3993	user_options->status_timer	60
TOP.5c59e498.000d3993	user_options->stdout_flag	0
TOP.5c59e498.000d3993	user_options->usage	0
TOP.5c59e498.000d3993	user_options->username	0
TOP.5c59e498.000d3993	user_options->veracrypt_pim	0
TOP.5c59e498.000d3993	user_options->version	0
TOP.5c59e498.000d3993	user_options->workload_profile	3
TOP.5c59e498.000d3993	user_options->brain_client	0
TOP.5c59e498.000d3993	user_options->brain_client_features	2
TOP.5c59e498.000d3993	user_options->brain_server	0
TOP.5c59e498.000d3993	user_options->brain_port	6863
TOP.5c59e498.000d3993	user_options->brain_session	0
TOP.5c59e498.000d3993	proc_start	1549395096
TOP.5c59e498.000d3993	proc_stop	1549395096
TOP.5c59e498.000d3993	STOP
TOP.5c59e4a3.000489ac	START
TOP.5c59e4a3.000489ac	user_options->separator	:
TOP.5c59e4a3.000489ac	user_options->custom_charset_1	?l?u
TOP.5c59e4a3.000489ac	user_options->encoding_from	utf-8
TOP.5c59e4a3.000489ac	user_options->encoding_to	utf-8
TOP.5c59e4a3.000489ac	user_options->opencl_device_types	1
TOP.5c59e4a3.000489ac	user_options->outfile	C:\Users\vimal\Desktop\chashed.txt
TOP.5c59e4a3.000489ac	user_options->rule_buf_l	:
TOP.5c59e4a3.000489ac	user_options->rule_buf_r	:
TOP.5c59e4a3.000489ac	user_options->session	2019-02-05
TOP.5c59e4a3.000489ac	user_options->limit	0
TOP.5c59e4a3.000489ac	user_options->skip	0
TOP.5c59e4a3.000489ac	user_options->attack_mode	3
TOP.5c59e4a3.000489ac	user_options->benchmark	0
TOP.5c59e4a3.000489ac	user_options->benchmark_all	0
TOP.5c59e4a3.000489ac	user_options->bitmap_max	18
TOP.5c59e4a3.000489ac	user_options->bitmap_min	16
TOP.5c59e4a3.000489ac	user_options->debug_mode	0
TOP.5c59e4a3.000489ac	user_options->example_hashes	0
TOP.5c59e4a3.000489ac	user_options->force	0
TOP.5c59e4a3.000489ac	user_options->hwmon_disable	1
TOP.5c59e4a3.000489ac	user_options->hwmon_temp_abort	0
TOP.5c59e4a3.000489ac	user_options->hash_mode	100
TOP.5c59e4a3.000489ac	user_options->hex_charset	0
TOP.5c59e4a3.000489ac	user_options->hex_salt	0
TOP.5c59e4a3.000489ac	user_options->hex_wordlist	0
TOP.5c59e4a3.000489ac	user_options->increment	1
TOP.5c59e4a3.000489ac	user_options->increment_max	7
TOP.5c59e4a3.000489ac	user_options->increment_min	4
TOP.5c59e4a3.000489ac	user_options->keep_guessing	0
TOP.5c59e4a3.000489ac	user_options->kernel_accel	0
TOP.5c59e4a3.000489ac	user_options->kernel_loops	0
TOP.5c59e4a3.000489ac	user_options->kernel_threads	0
TOP.5c59e4a3.000489ac	user_options->keyspace	0
TOP.5c59e4a3.000489ac	user_options->left	0
TOP.5c59e4a3.000489ac	user_options->logfile_disable	0
TOP.5c59e4a3.000489ac	user_options->loopback	0
TOP.5c59e4a3.000489ac	user_options->machine_readable	0
TOP.5c59e4a3.000489ac	user_options->markov_classic	0
TOP.5c59e4a3.000489ac	user_options->markov_disable	0
TOP.5c59e4a3.000489ac	user_options->markov_threshold	256
TOP.5c59e4a3.000489ac	user_options->opencl_info	0
TOP.5c59e4a3.000489ac	user_options->opencl_vector_width	0
TOP.5c59e4a3.000489ac	user_options->optimized_kernel_enable	1
TOP.5c59e4a3.000489ac	user_options->outfile_autohex	1
TOP.5c59e4a3.000489ac	user_options->outfile_check_timer	5
TOP.5c59e4a3.000489ac	user_options->outfile_format	3
TOP.5c59e4a3.000489ac	user_options->wordlist_autohex_disable	0
TOP.5c59e4a3.000489ac	user_options->potfile_disable	1
TOP.5c59e4a3.000489ac	user_options->progress_only	0
TOP.5c59e4a3.000489ac	user_options->quiet	0
